"","beta0.1","beta0.2","beta1.1","beta1.2","sigma"
"215",-2.08923175209572,-49.3697153033746,-21.7498675068611,56.4586385384803,4.65486524961217e+307
"216",-3.33258301530078,70.7661074708463,-27.5070845268069,73.8676890394264,1.08709634499235e+308
"217",-3.61846160603944,-11.721809914889,-37.3974098433575,27.2888015684107,4.59227268814066e+307
"218",-6.27596656836382,10.127731973559,-12.5148141329366,6.29281012424238,1.3056253335193e+308
"219",-22.6970365923223,-24.2065813425907,-14.82036874997,22.5095879036298,3.13385239746375e+307
"220",-83.0847340782278,106.077658145853,-0.0209903100737865,189.683210430855,5.87059428437018e+307
"221",-50.6549849152109,81.8333167357175,-67.5872759558186,225.574524300466,1.10131539466704e+308
"222",-28.4129056577699,-9.83798410799351,-43.2587359686937,11.9152216414742,9.66882276767344e+307
"223",-72.230074703655,55.3496490320901,-96.9511741978645,49.1890615477527,1.27465630789964e+308
"224",0.315732582651695,92.7408921446559,-117.684599165224,24.9560743539378,1.54002531014519e+308
"225",-25.1056330539911,63.7664837775109,-20.8037539608568,92.480476026217,1.71828690530501e+308
"226",-39.2518636937902,6.10434916157387,-58.1592048728348,73.2583182081695,1.97852586733526e+307
"227",-30.6115252463737,66.1918167081973,-125.3728861804,53.9379821814257,2.63023692414979e+307
"228",-2.69595479590405,87.5391662925044,-101.784578062859,39.8388185721929,1.26601966950546e+308
"229",-83.802875427515,121.476573670363,-35.8985688806324,148.856677862892,5.49641307804955e+307
"230",-18.7132187155392,-67.1780170377318,-27.3901965707148,71.7993131498199,5.39837525958429e+307
"231",-24.4294603117616,65.2709276275221,-8.37593514611878,94.2486780043335,1.61461075175241e+308
"232",-105.858559738361,-71.7658575624707,-184.761793942028,165.864984260621,3.53145658999827e+307
"233",-23.3690014311034,-3.59918326806498,-102.625045999875,8.226224438758,5.46941962632913e+307
"234",0.242883480326258,16.7047512344745,-134.154306145603,78.7713082233541,1.48253746236806e+307
"235",-55.1217575893376,-32.5014863943718,-25.2152317712082,84.7270272439569,4.16021715592819e+306
"236",-39.1748359451754,-84.5455762554523,-86.4103185591973,134.420311909675,1.41367758323876e+308
"237",-10.6172209087718,-43.015821358261,-29.6590644779979,49.1499383666684,3.59181934530869e+307
"238",-34.2095983932419,53.9504441701215,-24.7379635936182,66.0381123870052,1.27813421048248e+308
"239",-9.14719867123767,92.2863169065173,-116.698032359664,55.2930540719273,9.63321352094162e+307
"240",-14.3338471909676,19.8890791455673,-134.347009154874,12.5505628527211,1.20109291939786e+308
"241",-4.80709669331569,91.8581276007475,-18.950057815302,106.949208383161,2.27939917748742e+307
"242",-21.9891443088947,2.86435299108789,-133.62005809804,20.4032824889045,9.48648487936173e+307
"243",-51.6807860183689,26.780078134558,-213.758998461992,37.1068039481941,1.06901450042237e+308
"244",-36.2679687507832,43.0209055397847,-19.196828878045,217.261994105629,6.16578838527595e+307
"245",-18.3520792435937,65.5081024047282,-49.3099767184664,84.1922207378687,1.07238320199877e+308
"246",-21.2708469597857,20.5838118211841,-21.6989621502171,93.2956463521239,4.43209033125113e+307
"247",-92.2537631015057,104.664910089294,-171.474749146954,48.7244262601717,1.27414702384312e+308
"248",-30.2982441861606,75.1670548454265,-15.6279696847428,84.7464896457629,1.4255706243816e+308
"249",-56.268789099211,40.8752210381771,-37.9089548166219,34.9403338325562,4.74259521704897e+307
"250",-17.7420645842312,-58.6994878252039,-2.29936245128419,78.4775380035221,4.00876426754672e+307
"251",-16.6377302606444,17.5028142170351,-9.10027453714294,3.24181752251199,1.0268156600012e+308
"252",-6.5701317580631,75.5276996069233,-8.0146973920563,84.2738451065237,7.86984092846316e+307
"253",-54.7119353570483,84.122576646048,-66.7495604803081,226.806965793692,1.02403568376463e+308
"254",-6.42055136027143,40.5628053949049,-85.0847347723863,26.3949236962452,1.07744147184343e+308
"255",-21.3006229760792,-57.3044878746732,-15.5295197253284,75.124264383996,4.78655295381448e+307
"256",-62.0385594708017,21.2042128974984,-125.478981704212,28.3599373255201,8.81826319155828e+307
"257",-2.89544138143549,93.1055112477489,-9.5795955080315,103.105378614034,2.31155088852993e+307
"258",-101.787042543587,102.507897861714,-193.936589968695,34.2614963110963,4.69053481173313e+307
"259",-2.29962351563683,21.9764466346237,-133.700376657224,76.1904395040566,1.72425165954587e+307
"260",-7.38837326074513,15.8996758624105,-31.3041821903386,29.2104335157793,6.58940098103007e+307
"261",-11.7524145577718,61.2790858501857,-24.4071806231899,168.626609338563,6.36838645828087e+307
"262",-114.406203110414,-15.1901322395761,-178.480170126678,32.8013114079588,8.52058432919655e+307
"263",-19.7390499728397,-57.0625751541351,-6.64198644636274,73.2118788428671,4.10081061806689e+307
"264",-29.0929657221308,72.9774084023715,-17.9604541967779,222.668805195738,7.79645573966608e+307
"265",-49.9563009299842,-12.4224816677967,-38.5038503505266,33.1488319061642,7.39424819138373e+306
"266",-42.4205374603507,64.8908230496253,-105.542771963585,56.5824650105153,7.89313652475585e+306
"267",-28.5323894016131,-16.4527052752909,-2.53029451487486,42.5960053231682,3.59813576564701e+306
"268",-13.3766107910172,69.9275941522917,-14.5673051440535,169.739661990898,7.62758851222579e+307
"269",-104.234992220959,-10.1412578735344,-205.030435141585,26.9087485926946,9.48914085853666e+306
"270",-46.2800897424114,121.189703334302,-180.456355498959,32.741247800551,3.30550475995954e+307
"271",-77.7309616319102,47.1530954570926,-24.4490863513704,60.1901580682466,3.08852303373756e+307
"272",-1.02281028517962,10.4244494814136,-6.34740408779621,7.18132486287672,1.31813191923399e+308
"273",-13.748447106318,15.5611553293079,-11.3588929089527,17.6576137716501,4.32304972527299e+307
"274",-54.882087393749,-30.4549400067829,-80.123650151622,102.966736986787,7.71866568112452e+307
"275",-62.191167260158,41.6184183716631,-37.1006717658495,220.868838038519,7.44173429401703e+307
"276",-96.3756589626178,95.3982199398435,-198.999135317556,54.4284939025636,6.86748518403617e+307
"277",-65.6184197342413,84.9828505963629,-55.2420719046743,145.010914793469,1.10467376996015e+308
"278",-20.2939416529545,-5.93897462064175,-41.9902123182122,15.8216255631681,1.22894646411942e+308
"279",-6.71300155317024,69.1385538563402,-12.1149168421868,83.8586879059274,8.43210643060421e+307
"280",-103.746997782358,-9.43185742811459,-189.252262973172,52.0715212636465,3.98664723672637e+307
"281",-28.0016318439944,-42.2753604302773,-31.3741543462579,60.6234995852811,1.01790277046896e+308
"282",-23.1041889731337,65.3367564452552,-1.42220248835485,94.0209089474379,1.2766275010299e+308
"283",-1.66236236917941,52.6734277873719,-54.7403009580686,18.2311703437141,9.0423446539623e+307
"284",-82.4051572950954,-5.09225937988828,-45.5668104990187,48.5319335463618,8.2367420743104e+307
"285",-17.7742585927118,14.9297945110778,-11.8782921002874,8.50856509121315,1.08922536588773e+308
"286",1.97745518984203,9.33698582265067,-68.4405933432581,6.2247050777341,7.3490288825943e+307
"287",-10.9540535460223,19.9258539682468,-137.110178324146,20.8404329916557,1.3033169506902e+308
"288",-9.13005299506523,69.9198454510536,-34.0817102014453,85.6392003152887,1.3500144276112e+308
"289",-6.15868496346144,96.4714751603396,-26.7532321160821,60.8184652456586,6.18725941921884e+307
"290",-42.7081277521045,-33.2342973661819,-109.848966639352,58.8367928035539,1.7747106676522e+307
"291",-12.1631140417257,5.19233357601678,-33.761136489668,11.8155584790657,2.8489255706375e+307
"292",-5.51822951020882,41.8318347535441,-47.9378520230063,20.9537359571087,7.10283240222644e+307
