"","mu.1","mu.2","mu.3","mu.4","mu.5","mu.6","mu.7","mu.8","mu.9","mu.10","mu.11","mu.12","mu.13","mu.14","mu.15","mu.16","mu.17","mu.18","mu.19","mu.20","mu.21","mu.22","mu.23","mu.24","mu.25","mu.26","mu.27","mu.28","mu.29","mu.30","mu.31","mu.32","mu.33","mu.34","mu.35","mu.36","mu.37","mu.38","mu.39","mu.40","mu.41","mu.42","mu.43","mu.44","mu.45","mu.46","mu.47","mu.48","mu.49","mu.50","mu.51","mu.52","mu.53","mu.54","mu.55","mu.56","mu.57","mu.58","mu.59","mu.60","mu.61","mu.62","mu.63","mu.64","mu.65","mu.66","mu.67","mu.68","mu.69","mu.70","mu.71","mu.72","mu.73","mu.74","mu.75","mu.76","mu.77","mu.78","mu.79","mu.80","mu.81","mu.82","mu.83","mu.84","mu.85","mu.86","mu.87","mu.88","mu.89","mu.90","mu.91","mu.92","mu.93","mu.94","mu.95","mu.96","mu.97","mu.98","mu.99","mu.100","mu.101","mu.102","mu.103","mu.104","mu.105","mu.106","mu.107","mu.108","mu.109","mu.110","mu.111","mu.112","mu.113","mu.114","mu.115","mu.116","mu.117","mu.118","mu.119","mu.120","mu.121","mu.122","mu.123","mu.124","mu.125","mu.126","mu.127","mu.128","mu.129","mu.130","mu.131","mu.132","mu.133","mu.134","mu.135","mu.136","mu.137","mu.138","mu.139","mu.140","mu.141","mu.142"
"9692",4.91817747378382,4.91817747378382,5.05323700107423,5.05323700107423,4.91817747378382,4.91817747378382,4.91817747378382,5.05323700107423,5.05323700107423,4.91817747378382,4.91817747378382,5.05323700107423,4.91817747378382,5.05323700107423,5.05323700107423,4.91817747378382,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,4.91817747378382,4.91817747378382,4.91817747378382,4.91817747378382,5.05323700107423,5.05323700107423,4.91817747378382,5.05323700107423,4.91817747378382,4.91817747378382,4.91817747378382,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,4.91817747378382,4.91817747378382,4.91817747378382,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,4.91817747378382,4.91817747378382,4.91817747378382,5.05323700107423,4.91817747378382,5.05323700107423,5.05323700107423,5.05323700107423,4.91817747378382,4.91817747378382,4.91817747378382,5.05323700107423,5.05323700107423,5.05323700107423,4.91817747378382,5.05323700107423,5.05323700107423,5.05323700107423,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.04719943185967,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.05323700107423,5.05323700107423,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.05323700107423,5.05323700107423,5.04719943185967,5.04719943185967,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.04719943185967,5.04719943185967,5.04719943185967,5.04719943185967,5.05323700107423,5.05323700107423,5.04719943185967,5.05323700107423,5.05323700107423,5.04719943185967,5.04719943185967,5.04719943185967,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.05323700107423,5.04719943185967,5.04719943185967
"10272",4.99367214930206,4.99367214930206,5.22066822831338,5.22066822831338,4.99367214930206,4.99367214930206,4.99367214930206,5.22066822831338,5.22066822831338,4.99367214930206,4.99367214930206,5.22066822831338,4.99367214930206,5.22066822831338,5.22066822831338,4.99367214930206,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,4.99367214930206,4.99367214930206,4.99367214930206,4.99367214930206,5.22066822831338,5.22066822831338,4.99367214930206,5.22066822831338,4.99367214930206,4.99367214930206,4.99367214930206,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,4.99367214930206,4.99367214930206,4.99367214930206,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,4.99367214930206,4.99367214930206,4.99367214930206,5.22066822831338,4.99367214930206,5.22066822831338,5.22066822831338,5.22066822831338,4.99367214930206,4.99367214930206,4.99367214930206,5.22066822831338,5.22066822831338,5.22066822831338,4.99367214930206,5.22066822831338,5.22066822831338,5.22066822831338,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,4.93860324517299,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,5.22066822831338,5.22066822831338,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,5.22066822831338,5.22066822831338,4.93860324517299,4.93860324517299,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,4.93860324517299,4.93860324517299,4.93860324517299,4.93860324517299,5.22066822831338,5.22066822831338,4.93860324517299,5.22066822831338,5.22066822831338,4.93860324517299,4.93860324517299,4.93860324517299,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,5.22066822831338,4.93860324517299,4.93860324517299
"2216",5.08609752930996,5.08609752930996,5.00879036828223,5.00879036828223,5.08609752930996,5.08609752930996,5.08609752930996,5.00879036828223,5.00879036828223,5.08609752930996,5.08609752930996,5.00879036828223,5.08609752930996,5.00879036828223,5.00879036828223,5.08609752930996,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.08609752930996,5.08609752930996,5.08609752930996,5.08609752930996,5.00879036828223,5.00879036828223,5.08609752930996,5.00879036828223,5.08609752930996,5.08609752930996,5.08609752930996,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.08609752930996,5.08609752930996,5.08609752930996,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.08609752930996,5.08609752930996,5.08609752930996,5.00879036828223,5.08609752930996,5.00879036828223,5.00879036828223,5.00879036828223,5.08609752930996,5.08609752930996,5.08609752930996,5.00879036828223,5.00879036828223,5.00879036828223,5.08609752930996,5.00879036828223,5.00879036828223,5.00879036828223,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.19732258065771,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.00879036828223,5.00879036828223,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.00879036828223,5.00879036828223,5.19732258065771,5.19732258065771,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.19732258065771,5.19732258065771,5.19732258065771,5.19732258065771,5.00879036828223,5.00879036828223,5.19732258065771,5.00879036828223,5.00879036828223,5.19732258065771,5.19732258065771,5.19732258065771,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.00879036828223,5.19732258065771,5.19732258065771
"24047",4.92864161955645,4.92864161955645,5.10866505727574,5.10866505727574,4.92864161955645,4.92864161955645,4.92864161955645,5.10866505727574,5.10866505727574,4.92864161955645,4.92864161955645,5.10866505727574,4.92864161955645,5.10866505727574,5.10866505727574,4.92864161955645,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,4.92864161955645,4.92864161955645,4.92864161955645,4.92864161955645,5.10866505727574,5.10866505727574,4.92864161955645,5.10866505727574,4.92864161955645,4.92864161955645,4.92864161955645,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,4.92864161955645,4.92864161955645,4.92864161955645,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,4.92864161955645,4.92864161955645,4.92864161955645,5.10866505727574,4.92864161955645,5.10866505727574,5.10866505727574,5.10866505727574,4.92864161955645,4.92864161955645,4.92864161955645,5.10866505727574,5.10866505727574,5.10866505727574,4.92864161955645,5.10866505727574,5.10866505727574,5.10866505727574,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,4.74762637965657,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,5.10866505727574,5.10866505727574,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,5.10866505727574,5.10866505727574,4.74762637965657,4.74762637965657,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,4.74762637965657,4.74762637965657,4.74762637965657,4.74762637965657,5.10866505727574,5.10866505727574,4.74762637965657,5.10866505727574,5.10866505727574,4.74762637965657,4.74762637965657,4.74762637965657,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,5.10866505727574,4.74762637965657,4.74762637965657
"20394",4.99668171035031,4.99668171035031,4.97685278172956,4.97685278172956,4.99668171035031,4.99668171035031,4.99668171035031,4.97685278172956,4.97685278172956,4.99668171035031,4.99668171035031,4.97685278172956,4.99668171035031,4.97685278172956,4.97685278172956,4.99668171035031,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.99668171035031,4.99668171035031,4.99668171035031,4.99668171035031,4.97685278172956,4.97685278172956,4.99668171035031,4.97685278172956,4.99668171035031,4.99668171035031,4.99668171035031,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.99668171035031,4.99668171035031,4.99668171035031,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.99668171035031,4.99668171035031,4.99668171035031,4.97685278172956,4.99668171035031,4.97685278172956,4.97685278172956,4.97685278172956,4.99668171035031,4.99668171035031,4.99668171035031,4.97685278172956,4.97685278172956,4.97685278172956,4.99668171035031,4.97685278172956,4.97685278172956,4.97685278172956,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,5.11675405890857,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,4.97685278172956,4.97685278172956,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,4.97685278172956,4.97685278172956,5.11675405890857,5.11675405890857,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,5.11675405890857,5.11675405890857,5.11675405890857,5.11675405890857,4.97685278172956,4.97685278172956,5.11675405890857,4.97685278172956,4.97685278172956,5.11675405890857,5.11675405890857,5.11675405890857,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,4.97685278172956,5.11675405890857,5.11675405890857
"6982",5.08587160802923,5.08587160802923,4.83388117177446,4.83388117177446,5.08587160802923,5.08587160802923,5.08587160802923,4.83388117177446,4.83388117177446,5.08587160802923,5.08587160802923,4.83388117177446,5.08587160802923,4.83388117177446,4.83388117177446,5.08587160802923,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,5.08587160802923,5.08587160802923,5.08587160802923,5.08587160802923,4.83388117177446,4.83388117177446,5.08587160802923,4.83388117177446,5.08587160802923,5.08587160802923,5.08587160802923,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,5.08587160802923,5.08587160802923,5.08587160802923,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,5.08587160802923,5.08587160802923,5.08587160802923,4.83388117177446,5.08587160802923,4.83388117177446,4.83388117177446,4.83388117177446,5.08587160802923,5.08587160802923,5.08587160802923,4.83388117177446,4.83388117177446,4.83388117177446,5.08587160802923,4.83388117177446,4.83388117177446,4.83388117177446,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.92278166966398,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.83388117177446,4.83388117177446,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.83388117177446,4.83388117177446,4.92278166966398,4.92278166966398,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.92278166966398,4.92278166966398,4.92278166966398,4.92278166966398,4.83388117177446,4.83388117177446,4.92278166966398,4.83388117177446,4.83388117177446,4.92278166966398,4.92278166966398,4.92278166966398,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.83388117177446,4.92278166966398,4.92278166966398
"19408",5.08595910582402,5.08595910582402,5.16570580855932,5.16570580855932,5.08595910582402,5.08595910582402,5.08595910582402,5.16570580855932,5.16570580855932,5.08595910582402,5.08595910582402,5.16570580855932,5.08595910582402,5.16570580855932,5.16570580855932,5.08595910582402,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.08595910582402,5.08595910582402,5.08595910582402,5.08595910582402,5.16570580855932,5.16570580855932,5.08595910582402,5.16570580855932,5.08595910582402,5.08595910582402,5.08595910582402,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.08595910582402,5.08595910582402,5.08595910582402,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.08595910582402,5.08595910582402,5.08595910582402,5.16570580855932,5.08595910582402,5.16570580855932,5.16570580855932,5.16570580855932,5.08595910582402,5.08595910582402,5.08595910582402,5.16570580855932,5.16570580855932,5.16570580855932,5.08595910582402,5.16570580855932,5.16570580855932,5.16570580855932,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.00738094527409,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.16570580855932,5.16570580855932,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.16570580855932,5.16570580855932,5.00738094527409,5.00738094527409,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.00738094527409,5.00738094527409,5.00738094527409,5.00738094527409,5.16570580855932,5.16570580855932,5.00738094527409,5.16570580855932,5.16570580855932,5.00738094527409,5.00738094527409,5.00738094527409,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.16570580855932,5.00738094527409,5.00738094527409
"12806",4.92495869618999,4.92495869618999,5.06949016302227,5.06949016302227,4.92495869618999,4.92495869618999,4.92495869618999,5.06949016302227,5.06949016302227,4.92495869618999,4.92495869618999,5.06949016302227,4.92495869618999,5.06949016302227,5.06949016302227,4.92495869618999,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,4.92495869618999,4.92495869618999,4.92495869618999,4.92495869618999,5.06949016302227,5.06949016302227,4.92495869618999,5.06949016302227,4.92495869618999,4.92495869618999,4.92495869618999,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,4.92495869618999,4.92495869618999,4.92495869618999,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,4.92495869618999,4.92495869618999,4.92495869618999,5.06949016302227,4.92495869618999,5.06949016302227,5.06949016302227,5.06949016302227,4.92495869618999,4.92495869618999,4.92495869618999,5.06949016302227,5.06949016302227,5.06949016302227,4.92495869618999,5.06949016302227,5.06949016302227,5.06949016302227,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.1922223850479,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.06949016302227,5.06949016302227,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.06949016302227,5.06949016302227,5.1922223850479,5.1922223850479,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.1922223850479,5.1922223850479,5.1922223850479,5.1922223850479,5.06949016302227,5.06949016302227,5.1922223850479,5.06949016302227,5.06949016302227,5.1922223850479,5.1922223850479,5.1922223850479,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.06949016302227,5.1922223850479,5.1922223850479
"636",5.10979806118933,5.10979806118933,5.13899637281851,5.13899637281851,5.10979806118933,5.10979806118933,5.10979806118933,5.13899637281851,5.13899637281851,5.10979806118933,5.10979806118933,5.13899637281851,5.10979806118933,5.13899637281851,5.13899637281851,5.10979806118933,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.10979806118933,5.10979806118933,5.10979806118933,5.10979806118933,5.13899637281851,5.13899637281851,5.10979806118933,5.13899637281851,5.10979806118933,5.10979806118933,5.10979806118933,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.10979806118933,5.10979806118933,5.10979806118933,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.10979806118933,5.10979806118933,5.10979806118933,5.13899637281851,5.10979806118933,5.13899637281851,5.13899637281851,5.13899637281851,5.10979806118933,5.10979806118933,5.10979806118933,5.13899637281851,5.13899637281851,5.13899637281851,5.10979806118933,5.13899637281851,5.13899637281851,5.13899637281851,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.15192497728469,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.13899637281851,5.13899637281851,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.13899637281851,5.13899637281851,5.15192497728469,5.15192497728469,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.15192497728469,5.15192497728469,5.15192497728469,5.15192497728469,5.13899637281851,5.13899637281851,5.15192497728469,5.13899637281851,5.13899637281851,5.15192497728469,5.15192497728469,5.15192497728469,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.13899637281851,5.15192497728469,5.15192497728469
"25053",5.17550594934275,5.17550594934275,5.15544268746603,5.15544268746603,5.17550594934275,5.17550594934275,5.17550594934275,5.15544268746603,5.15544268746603,5.17550594934275,5.17550594934275,5.15544268746603,5.17550594934275,5.15544268746603,5.15544268746603,5.17550594934275,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.17550594934275,5.17550594934275,5.17550594934275,5.17550594934275,5.15544268746603,5.15544268746603,5.17550594934275,5.15544268746603,5.17550594934275,5.17550594934275,5.17550594934275,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.17550594934275,5.17550594934275,5.17550594934275,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.17550594934275,5.17550594934275,5.17550594934275,5.15544268746603,5.17550594934275,5.15544268746603,5.15544268746603,5.15544268746603,5.17550594934275,5.17550594934275,5.17550594934275,5.15544268746603,5.15544268746603,5.15544268746603,5.17550594934275,5.15544268746603,5.15544268746603,5.15544268746603,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,4.74118967050542,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,5.15544268746603,5.15544268746603,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,5.15544268746603,5.15544268746603,4.74118967050542,4.74118967050542,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,4.74118967050542,4.74118967050542,4.74118967050542,4.74118967050542,5.15544268746603,5.15544268746603,4.74118967050542,5.15544268746603,5.15544268746603,4.74118967050542,4.74118967050542,4.74118967050542,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,5.15544268746603,4.74118967050542,4.74118967050542
"22850",5.14204118421991,5.14204118421991,5.0883336030874,5.0883336030874,5.14204118421991,5.14204118421991,5.14204118421991,5.0883336030874,5.0883336030874,5.14204118421991,5.14204118421991,5.0883336030874,5.14204118421991,5.0883336030874,5.0883336030874,5.14204118421991,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.14204118421991,5.14204118421991,5.14204118421991,5.14204118421991,5.0883336030874,5.0883336030874,5.14204118421991,5.0883336030874,5.14204118421991,5.14204118421991,5.14204118421991,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.14204118421991,5.14204118421991,5.14204118421991,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.14204118421991,5.14204118421991,5.14204118421991,5.0883336030874,5.14204118421991,5.0883336030874,5.0883336030874,5.0883336030874,5.14204118421991,5.14204118421991,5.14204118421991,5.0883336030874,5.0883336030874,5.0883336030874,5.14204118421991,5.0883336030874,5.0883336030874,5.0883336030874,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,4.92687021991603,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,5.0883336030874,5.0883336030874,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,5.0883336030874,5.0883336030874,4.92687021991603,4.92687021991603,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,4.92687021991603,4.92687021991603,4.92687021991603,4.92687021991603,5.0883336030874,5.0883336030874,4.92687021991603,5.0883336030874,5.0883336030874,4.92687021991603,4.92687021991603,4.92687021991603,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,5.0883336030874,4.92687021991603,4.92687021991603
