"","beta0","mu.1","mu.2","mu.3","mu.4","mu.5","mu.6","mu.7","mu.8","mu.9","mu.10","mu.11","mu.12","mu.13","mu.14","mu.15","mu.16","mu.17","mu.18","mu.19","mu.20","mu.21","mu.22","mu.23","mu.24","mu.25","mu.26","mu.27","mu.28","mu.29","mu.30","mu.31","mu.32","mu.33","mu.34","mu.35","mu.36","mu.37","mu.38","mu.39","mu.40","mu.41","mu.42","mu.43","mu.44","mu.45","mu.46","mu.47","mu.48","mu.49","mu.50","mu.51","mu.52","mu.53","mu.54","mu.55","mu.56","mu.57","mu.58","mu.59","mu.60","mu.61","mu.62","mu.63","mu.64","mu.65","mu.66","mu.67","sigma"
"17783",-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,-1.48553120402826,1.7763214445193
"24053",-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,-1.14268317557787,1.74649035302764
"18828",-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,-1.53961465306835,1.63009862147927
"9939",-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,-1.67677503468888,1.77356696460189
"21827",-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,-1.64491160464511,1.67389767165875
"8324",-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,-1.64439056983856,1.51490367467527
"637",-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,-1.45140522363622,1.62539959053094
"12229",-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,-1.67384896024474,1.54802610164661
"18374",-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,-1.35210990544994,1.75080548277047
"19937",-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,-1.66909052417449,1.70586839352089
"12100",-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,-1.61360464931229,1.69486068212553
"16538",-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,-1.66274074966051,1.52316982419233
"19972",-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,-1.74626892560912,1.46537646806324
"12608",-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,-1.78233213625321,1.86210663459536
"12393",-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,-1.70216910972169,1.4576831761945
"5699",-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,-1.67352606663599,1.86212195551371
"5072",-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,-1.83002671012028,1.79642346291708
"4298",-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,-1.54048806318948,1.67941795601606
"19801",-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,-1.29682164833666,1.67535898396624
"23512",-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,-1.78587768869659,1.46309630562171
"6065",-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,-1.35372027796847,1.55827690579628
