"","beta0","mu.1","mu.2","mu.3","mu.4","mu.5","mu.6","mu.7","mu.8","mu.9","mu.10","mu.11","mu.12","mu.13","mu.14","mu.15","mu.16","mu.17","mu.18","mu.19","mu.20","mu.21","mu.22","mu.23","mu.24","mu.25","mu.26","mu.27","mu.28","mu.29","mu.30","mu.31","mu.32","mu.33","mu.34","mu.35","mu.36","mu.37","mu.38","mu.39","mu.40","mu.41","mu.42","mu.43","mu.44","mu.45","mu.46","mu.47","mu.48","mu.49","mu.50","mu.51","mu.52","mu.53","mu.54","mu.55","mu.56","mu.57","mu.58","mu.59","mu.60","mu.61","mu.62","mu.63","mu.64","mu.65","mu.66","mu.67","sigma"
"24390",-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,-1.25569837609664,1.67168237048439
"10114",-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,-1.5969362582925,1.65070952396714
"21686",-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,-1.50438948948592,1.84792690011367
"5962",-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,-1.52151846107434,1.43733287053798
"7585",-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,-1.49713648377594,1.65405304023039
"13181",-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,-1.77292807698145,1.60132743117293
"2364",-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,-1.28308735642096,1.62727874255851
"24091",-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,-1.37817459174363,1.57455939991682
"19433",-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,-1.61135255180334,2.02891264016754
"15690",-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,-1.36900730294554,1.52897808630159
"18654",-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,-1.42494265294072,1.66231556370077
"20508",-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,-1.69094792270953,1.61340089737714
"7783",-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,-1.58544783113765,1.62594788371692
"15781",-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,-1.53622790142022,1.63567521439578
"4398",-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,-1.45390352751188,1.72526068766149
"13983",-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,-1.45077720808992,1.54551841729767
