"","vacvac","vaccrem","cremvac","cremcrem"
"154",0.795246699694926,0.204753300305074,0.413789277581974,0.586210722418026
"155",0.791765813277911,0.208234186722089,0.415886033801487,0.584113966198513
"156",0.788241507942378,0.211758492057622,0.417985838990819,0.582014161009181
"157",0.784673776381854,0.215326223618146,0.420088621304964,0.579911378695036
"158",0.781062630946945,0.218937369053055,0.422194308472623,0.577805691527377
"159",0.777408104120189,0.222591895879811,0.42430282780567,0.57569717219433
"160",0.773710248980825,0.226289751019175,0.426414106208734,0.573585893791266
"161",0.769969139658364,0.230030860341636,0.428528070188916,0.571471929811084
"162",0.76618487177382,0.23381512822618,0.430644645865617,0.569355354134383
"163",0.762357562867456,0.237642437132544,0.432763758980487,0.567236241019513
"164",0.75848735281188,0.24151264718812,0.434885334907489,0.565114665092511
"165",0.754574404209313,0.245425595790687,0.437009298663076,0.562990701336924
"166",0.750618902771852,0.249381097228148,0.439135574916473,0.560864425083527
"167",0.746621057683547,0.253378942316453,0.441264088000068,0.558735911999932
"168",0.742581101943105,0.257418898056896,0.443394761919909,0.556605238080091
"169",0.738499292686038,0.261500707313962,0.445527520366297,0.554472479633703
"170",0.734375911485091,0.265624088514909,0.447662286724478,0.552337713275522
"171",0.730211264627778,0.269788735372222,0.449798984085428,0.550201015914572
"172",0.72600568336988,0.27399431663012,0.451937535256733,0.548062464743267
"173",0.721759524163782,0.278240475836218,0.454077862773551,0.545922137226449
"174",0.71747316886054,0.28252683113946,0.456219888909665,0.543780111090335
"175",0.713147024884591,0.286852975115409,0.458363535688612,0.541636464311388
"176",0.708781525380074,0.291218474619926,0.460508724894889,0.539491275105111
"177",0.704377129327738,0.295622870672262,0.462655378085244,0.537344621914756
"178",0.699934321631462,0.300065678368538,0.464803416600024,0.535196583399976
"179",0.695453613173474,0.304546386826526,0.4669527615746,0.5330472384254
"180",0.690935540837378,0.309064459162622,0.469103333950855,0.530896666049145
"181",0.686380667498156,0.313619332501844,0.471255054488728,0.528744945511271
"182",0.681789581978399,0.318210418021601,0.473407843777825,0.526592156222175
"183",0.67716289897003,0.32283710102997,0.475561622249067,0.524438377750933
"184",0.672501258920893,0.327498741079107,0.477716310186411,0.522283689813589
"185",0.667805327885638,0.332194672114362,0.479871827738593,0.520128172261407
"186",0.663075797340384,0.336924202659616,0.482028094930933,0.517971905069067
"187",0.658313383960743,0.341686616039257,0.484185031677166,0.515814968322834
"188",0.653518829362873,0.346481170637127,0.486342557791319,0.513657442208681
"189",0.64869289980728,0.35130710019272,0.488500592999608,0.511499407000392
"190",0.643836385865202,0.356163614134798,0.490659056952372,0.509340943047628
"191",0.638950102047488,0.361049897952512,0.492817869236029,0.507182130763971
"192",0.634034886395987,0.365965113604013,0.494976949385048,0.505023050614952
"193",0.62909160003752,0.37090839996248,0.497136216893942,0.502863783106058
"194",0.624121126700665,0.375878873299335,0.499295591229273,0.500704408770727
"195",0.619124372195606,0.380875627804394,0.501454991841664,0.498545008158336
"196",0.614102263857471,0.385897736142529,0.503614338177815,0.496385661822185
